VIN,Make,Manufacturer Name,Model,Model Year,Plant City,Vehicle Type,Plant Country,Plant State,Body Class,Gross Vehicle Weight Rating From,Cab Type,Trailer Type Connection,Trailer Body Type,Drive Type,Brake System Type,Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Engine Power (kW),Fuel Type - Primary,Valve Train Design,Engine Configuration,Engine Brake (hp) From,Engine Brake (hp) To,Other Engine Info,Engine Manufacturer,Seat Belt Type,Front Air Bag Locations,NCSA Body Type,NCSA Make,NCSA Model,Bus Floor Configuration Type,Bus Type,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Braking Assist,Blind Spot Monitoring,Adaptive Cruise Control,Lane Keep Assist,Lane Departure Warning,Automatic Breaking
2T3ZFREV6GW311016,TOYOTA,TOYOTA MOTOR MANUFACTURING CANADA,RAV4,2016,WOODSTOCK,MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,ONTARIO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Not Applicable,Not Applicable,4x2,,4,2500,152.5593602,2.5,131.2432,Gasoline,,In-Line,176,,"Engine Type: PORT, L4",,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Toyota,RAV4 *,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1VWAT7A32GC048358,VOLKSWAGEN,"VOLKSWAGEN GROUP OF AMERICA, INC.",Passat,2016,CHATTANOOGA,PASSENGER CAR,UNITED STATES (USA),TENNESSEE,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,,,4,1800,109.8427394,1.8,126.769,Gasoline,,,170,,T.G. (Emissions Certification Test Group): GVGAV02.0VPD PZEV II / Bin 3,Volkswagen,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Volkswagen,Passat (CC - 2008 thru 2011; see 052 for 2012 on),Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1C6RR6FGXKS555735,RAM,FCA US LLC,1500,2019,WARREN,TRUCK ,UNITED STATES (USA),MICHIGAN,Pickup,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Extra/Super/ Quad/Double/King/Extended,Not Applicable,Not Applicable,4x2,Hydraulic,6,3600,219.6854787,3.6,227.4385,Gasoline,,V-Shaped,305,,,FCA,Manual,1st Row (Driver and Passenger),Light Pickup,Dodge,Ram Pickup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
5N1AR2MM8GC665848,NISSAN,"NISSAN NORTH AMERICA, INC.",Pathfinder,2016,SMYRNA,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),TENNESSEE,Crossover Utility Vehicle (CUV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,,6,3500,213.5831043,3.5,,Gasoline,,V-Shaped,,,,,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Nissan/Datsun,Pathfinder,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
5NPE24AF8GH366554,HYUNDAI,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Sonata,2016,,PASSENGER CAR,UNITED STATES (USA),ALABAMA,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,,,4,2400,146.4569858,2.4,,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,,,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Hyundai,Sonata,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
2FTJW36M2NCA43561,FORD,"FORD MOTOR COMPANY OF CANADA, LTD.",F-350,1992,OAKVILLE,TRUCK ,CANADA,ONTARIO,Pickup,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,8,7292.24348,445,7.3,123.0405,Diesel,,V-Shaped,165,185,,Navistar,Manual,,Light Pickup,Ford,F-Series pickup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
SHHFK7H72HU203644,HONDA,"HONDA OF THE U.K. MFG., LTD.",Civic,2017,SWINDON,PASSENGER CAR,UNITED KINGDOM (UK),WILTSHIRE,Hatchback/Liftback/Notchback,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",Not Applicable,Not Applicable,Not Applicable,,,4,1500,91.53561614,1.5,129.7518,Gasoline,Dual Overhead Cam (DOHC),In-Line,174,,,Honda,Manual,1st Row (Driver and Passenger),5-door/4-door hatchback,Honda,"Civic/CRX, del Sol",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
JTDKDTB38G1116766,TOYOTA,"TOYOTA MOTOR NORTH AMERICA, INC",Prius C,2016,IWATE,PASSENGER CAR,JAPAN,,Hatchback/Liftback/Notchback,,Not Applicable,Not Applicable,Not Applicable,4x2,,4,1500,91.53561614,1.5,53.6904,Gasoline,,In-Line,72,,,,Manual,1st Row (Driver and Passenger),5-door/4-door hatchback,Toyota,Prius *,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
5NMSG13D07H117970,HYUNDAI,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Santa Fe,2007,,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),ALABAMA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,,,2700,164.7641091,2.7,,,Dual Overhead Cam (DOHC),,,,,,,,Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Hyundai,Santa Fe,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
5N1AR18BX9C611683,NISSAN,"NISSAN NORTH AMERICA, INC.",Pathfinder,2009,,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),TENNESSEE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,,,4000,244.0949764,4,,Gasoline,,,,,,,,,Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Nissan/Datsun,Pathfinder,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1HGCM82603A018323,HONDA,"AMERICAN HONDA MOTOR CO., INC.",Accord,2003,MARYSVILLE,PASSENGER CAR,UNITED STATES (USA),OHIO,Coupe,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,,,6,2998.832712,183,2.998832712,178.968,Gasoline,Single Overhead Cam (SOHC),V-Shaped,240,,,,Manual,1st Row (Driver and Passenger),"2-door sedan,hardtop,coupe",Honda,"Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1GYEE637680104095,CADILLAC,GENERAL MOTORS LLC,SRX,2008,LANSING - GRAND RIVER,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),MICHIGAN,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,Not Applicable,Not Applicable,RWD/Rear-Wheel Drive,Hydraulic,6,3600,219.6854787,3.6,,Gasoline,Dual Overhead Cam (DOHC),V-Shaped,,,"Aluminium, 60 degree V shape",GM,,,Station Wagon (excluding van and truck based),Cadillac,SRX,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
3BPPHM7X7HF591412,PETERBILT,PETERBILT MOTORS COMPANY,220,2017,MEXICALI,INCOMPLETE VEHICLE,MEXICO,BAJA CALIFORNIA,Truck,"Class 7: 26,001 - 33,000 lb (11,794 - 14,969 kg)",,Not Applicable,Not Applicable,4x2,Air,6,6700,408.8590854,6.7,149.14,Diesel,,In-Line,200,360,"horsepower: 200, 220, 240, 250, 260, 280, 300, 325, 340, 360; displacement: 6&7L",Cummins,,,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",Peterbilt,Medium/Heavy – Unknown engine location,,,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
2G4WS52J5Y1304752,BUICK,GENERAL MOTORS LLC,Century,2000,OSHAWA #2,PASSENGER CAR,CANADA,ONTARIO,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,,,6,3100,189.1736067,3.1,,,,V-Shaped,,,Name Plate: Buick,,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Buick / Opel,Century,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1GKFC16JX7R241257,GMC,GENERAL MOTORS LLC,Yukon XL,2007,ARLINGTON,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),TEXAS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,Not Applicable,Not Applicable,4x2,Hydraulic,8,5300,323.4258437,5.3,,,,V-Shaped,,,Active Fuel Mgt.,GM,,,Large utility (ANSI D16.1 Utility Vehicle Categories and "Full Size" and "Large"),GMC,Suburban/Yukon XL (2004 on; see 431 for 1950- 2003),Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
WBAVB13536PT23839,BMW,BMW AG,325i,2006,REGENSBURG,PASSENGER CAR,GERMANY,,Sedan/Saloon,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,,,6,3000,182.8,3,160.3255,Gasoline,,,215,,,,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",BMW,3-series,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
5XYKT3A64EG548931,KIA,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Sorento,2014,,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),GEORGIA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Not Applicable,Not Applicable,4x2,,,2400,146.4569858,2.4,,Gasoline,Dual Overhead Cam (DOHC),,,,,,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),KIA,Sorento,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
5TEHN72N32Z029789,TOYOTA,"TOYOTA MOTOR MANUFACTURING, CALIFORNIA, INC.",Tacoma,2002,FREMONT,TRUCK ,UNITED STATES (USA),CALIFORNIA,Pickup,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",Extra/Super/ Quad/Double/King/Extended,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,6,3378,207.4807299,3.4,141.683,Gasoline,,V-Shaped,190,190,,Toyota,,,Light Pickup,Toyota,Tacoma,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
4T1G11AKXLU383360,TOYOTA,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",Camry,2020,,PASSENGER CAR,UNITED STATES (USA),KENTUCKY,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,4x2,,4,2487,152,2.5,151.3771,Gasoline,Dual Overhead Cam (DOHC),In-Line,203,,PORT+DIRECT,Toyota,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Toyota,Camry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1FTRF12265KC77662,FORD,"FORD MOTOR COMPANY, USA",F-150,2005,KANSAS CITY,TRUCK ,UNITED STATES (USA),MISSOURI,Pickup,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Regular,Not Applicable,Not Applicable,4x2,Hydraulic,6,4200,256.2997252,4.2,150.6314,Gasoline,Overhead Valve (OHV),V-Shaped,202,,EFI,,Manual,1st Row (Driver and Passenger),Light Pickup,Ford,F-Series pickup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1G1ZB5ST7HF206925,CHEVROLET,GENERAL MOTORS LLC,Malibu,2017,FAIRFAX,PASSENGER CAR,UNITED STATES (USA),KANSAS,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,,,4,1500,91.53561614,1.5,,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,,GMNA,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Chevrolet,Malibu/Malibu Maxx,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1G1PC5SH8C7319852,CHEVROLET,GENERAL MOTORS LLC,Cruze,2012,LORDSTOWN,PASSENGER CAR,UNITED STATES (USA),OHIO,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,,,4,1800,109.8427394,1.8,103,Gasoline,Dual Overhead Cam (DOHC),,138.125251,,"Book Code: J, P.  E85 Max.",,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Chevrolet,Cruze,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
3GTU2UEC0FG513498,GMC,GENERAL MOTORS LLC,Sierra,2015,SILAO,TRUCK ,MEXICO,GUANAJUATO,Pickup,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,8,5300,323.4258437,5.3,,Gasoline,,,,,,,Manual,1st Row (Driver and Passenger),Light Pickup,GMC,"C, K, R, V-series pickup/     Sierra",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1C3BF66P6GX512124,CHRYSLER,FCA US LLC,FIFTH AVENUE,1986,"ST. LOUIS, #2",PASSENGER CAR,UNITED STATES (USA),MISSOURI,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,,,,5200,317.3234693,5.2,,,,,,,"2BBL,SD",,Manual,,"4-door sedan, hardtop",Chrysler,New Yorker/E-Class/Imperial/ Fifth Avenue,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1GNSKJE7XER127928,CHEVROLET,GENERAL MOTORS LLC,Suburban,2014,ARLINGTON,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),TEXAS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,Not Applicable,Not Applicable,,Hydraulic,8,5300,323.4258437,5.3,,Gasoline,,,,,,,Manual,1st Row (Driver and Passenger),Large utility (ANSI D16.1 Utility Vehicle Categories and "Full Size" and "Large"),Chevrolet,Suburban (from 2004 on; see 431 for 1950-2003),Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1G1PF5SC7C7330997,CHEVROLET,GENERAL MOTORS LLC,Cruze,2012,LORDSTOWN,PASSENGER CAR,UNITED STATES (USA),OHIO,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,,,4,1400,85.43324173,1.4,,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,"Book Code: P, Turbo HO, Aluminium GME",,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Chevrolet,Cruze,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1G1FD1RSXG0185041,CHEVROLET,GENERAL MOTORS LLC,Camaro,2016,LANSING - GRAND RIVER,PASSENGER CAR,UNITED STATES (USA),MICHIGAN,Coupe,,Not Applicable,Not Applicable,Not Applicable,,,6,3600,219.6854787,3.6,,Gasoline,Dual Overhead Cam (DOHC),V-Shaped,,,,,Manual,1st Row (Driver and Passenger),"2-door sedan,hardtop,coupe",Chevrolet,Camaro,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1FTXW43R68EC06162,FORD,"FORD MOTOR COMPANY, USA",F-450,2008,JEFFERSON COUNTY,TRUCK ,UNITED STATES (USA),KENTUCKY,Pickup,"Class 4: 14,001 - 16,000 lb (6,350 - 7,258 kg)",Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,,Hydraulic,8,6400,390.5519622,6.4,260.995,Diesel,,V-Shaped,350,,Navistar,,Manual,1st Row (Driver and Passenger),"Medium/heavy Pickup (GVWR greater than 10,000 lbs.)",Ford,"Medium/Heavy Pickup (pickup-style only - over 10,000 lbs)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1FADP5AU0DL542821,FORD,"FORD MOTOR COMPANY, USA",C-max,2013,WAYNE,PASSENGER CAR,UNITED STATES (USA),MICHIGAN,Hatchback/Liftback/Notchback,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,,,4,2000,122.0474882,2,105.1437,Gasoline,,In-Line,141,,ATK IVCT HEV,Ford,Manual,1st Row (Driver and Passenger),5-door/4-door hatchback,Ford,C-Max,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1ZVBP8AM3D5269149,FORD,"AUTO ALLIANCE INTERNATIONAL, USA",Mustang,2013,FLAT ROCK,PASSENGER CAR,UNITED STATES (USA),MICHIGAN,Coupe,,Not Applicable,Not Applicable,Not Applicable,,,6,3700,225.7878532,3.7,227.4385,Gasoline,,V-Shaped,305,,4V,Ford,Manual,1st Row (Driver and Passenger),"2-door sedan,hardtop,coupe",Ford,Mustang/Mustang II,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1FAFP45X2YF259400,FORD,"FORD MOTOR COMPANY, USA",Mustang,2000,DEARBORN,PASSENGER CAR,UNITED STATES (USA),MICHIGAN,Convertible/Cabriolet,,Not Applicable,Not Applicable,Not Applicable,,,8,4600,280.7092228,4.6,167.7825,Gasoline,Single Overhead Cam (SOHC),V-Shaped,225,,"EFI: Electronic Fuel Injection, Windsor Engine Plant",Ford,Manual,1st Row (Driver and Passenger),"Convertible(excludes sun-roof,t-bar)",Ford,Mustang/Mustang II,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1N4BL4CV5KC140924,NISSAN,"NISSAN NORTH AMERICA, INC.",Altima,2019,SMYRNA,PASSENGER CAR,UNITED STATES (USA),TENNESSEE,Sedan/Saloon,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,4x2,,,2500,152.5593602,2.5,,Gasoline,,,,,,,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Nissan/Datsun,Altima,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
2T3ZFREV5JW418176,TOYOTA,TOYOTA MOTOR MANUFACTURING CANADA,RAV4,2018,WOODSTOCK,MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,ONTARIO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Not Applicable,Not Applicable,4x2,,4,2500,152.5593602,2.5,131.2432,Gasoline,Dual Overhead Cam (DOHC),In-Line,176,,Injection Type :PORT,Toyota,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Toyota,RAV4 *,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1C4RDHAG2CC147980,DODGE,FCA US LLC,Durango,2012,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,Not Applicable,Not Applicable,4x2,Hydraulic,6,3600,219.6854787,3.6,211.0331,Flexible Fuel Vehicle (FFV),,,283,,Gas/Flex Fuel(50-St.),Chrysler,Manual,1st Row (Driver and Passenger),Large utility (ANSI D16.1 Utility Vehicle Categories and "Full Size" and "Large"),Dodge,Durango (2004 on; see 402 for 1998-2003 models),Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
2HKRL18511H598513,HONDA,"HONDA OF CANADA MFG., INC.",Odyssey,2001,ALLISTON,MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,ONTARIO,Minivan,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,,Hydraulic,6,3474.057568,212,3.474057568,156.597,Gasoline,Single Overhead Cam (SOHC),V-Shaped,210,,,,,,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",Honda,Odyssey,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1FMRU17W14LA75852,FORD,"FORD MOTOR COMPANY, USA",Expedition,2004,WAYNE,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),MICHIGAN,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,Not Applicable,Not Applicable,4x2,Hydraulic,8,4600,280.7092228,4.6,173.0024,Gasoline,,V-Shaped,232,,EFI,Ford,Manual,1st Row (Driver and Passenger),Large utility (ANSI D16.1 Utility Vehicle Categories and "Full Size" and "Large"),Ford,Expedition,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
2FMDK39C27BB65692,FORD,"FORD MOTOR COMPANY OF CANADA, LTD.",Edge,2007,OAKVILLE,MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,ONTARIO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,Hydraulic,6,3500,213.5831043,3.5,197.6105,Gasoline,,V-Shaped,265,,Duratec,,Manual,1st Row (Driver and Passenger),Station Wagon (excluding van and truck based),Ford,"Edge (For model years 2007-2018 only.  For model years 2019 on, see 12-424.)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1GNSCBKC6JR360025,CHEVROLET,GENERAL MOTORS LLC,Tahoe,2018,ARLINGTON,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),TEXAS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,Not Applicable,Not Applicable,4x2,,8,5300,323.4258437,5.3,,Gasoline,,,,,,GM,Manual,1st Row (Driver and Passenger),Large utility (ANSI D16.1 Utility Vehicle Categories and "Full Size" and "Large"),Chevrolet,Fullsize Blazer/Tahoe,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1NXBR32E84Z206444,TOYOTA,"NEW UNITED MOTOR MANUFACTURING, INC.",Corolla,2004,FREMONT,PASSENGER CAR,UNITED STATES (USA),CALIFORNIA,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,4x2,,4,1794,109.8427394,1.8,,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,,Toyota,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Toyota,Corolla,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
5TFRT54147X005783,TOYOTA,"TOYOTA MOTOR MANUFACTURING, TEXAS, INC.",Tundra,2007,,TRUCK ,UNITED STATES (USA),TEXAS,Pickup,"Class 2: 6,001 - 10,000 lb (2,722 - 4,536 kg)",Extra/Super/ Quad/Double/King/Extended,Not Applicable,Not Applicable,4x2,,8,4663,284.55,4.7,205.8132,Gasoline,Dual Overhead Cam (DOHC),V-Shaped,276,284,,Toyota,,,Light Pickup,Toyota,Tundra,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
3C6JR6AT6DG533999,RAM,CHRYSLER DE MEXICO TOLUCA,1500,2013,,TRUCK ,,,Pickup,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Regular,Not Applicable,Not Applicable,4x2,Hydraulic,8,5700,347.8353413,5.7,,Gasoline,,,,,"Sales Code: EZC,EZH",,Manual,1st Row (Driver and Passenger),Light Pickup,Dodge,Ram Pickup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
3GNNCFE06AG286627,CHEVROLET,GENERAL MOTORS LLC,Avalanche,2010,SILAO,MULTIPURPOSE PASSENGER VEHICLE (MPV),MEXICO,GUANAJUATO,Sport Utility Truck (SUT),"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,Not Applicable,Not Applicable,4x2,Hydraulic,8,5300,323.4258437,5.3,,Flexible Fuel Vehicle (FFV),Overhead Valve (OHV),V-Shaped,,,"CYL Deactivation, Iron, Flex Fuel: Gas/ALC",GM,Manual,1st Row (Driver and Passenger),Light Pickup,Chevrolet,Avalanche,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1FTEW1C41KKE48103,FORD,"FORD MOTOR COMPANY, USA",F-150,2019,KANSAS CITY,TRUCK ,UNITED STATES (USA),MISSOURI,Pickup,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,4x2,Hydraulic,,,,,279.6375,,,,375,,,,Manual,1st Row (Driver and Passenger),Light Pickup,Ford,F-Series pickup,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1FMCU0F7XGUB88675,FORD,"FORD MOTOR COMPANY, USA",Escape,2016,LOUISVILLE,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),KENTUCKY,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,Not Applicable,Not Applicable,4x2,Hydraulic,4,2500,152.5593602,2.5,125.2776,Gasoline,,In-Line,168,,iVCT  Premium Fuel,Ford,Manual,1st Row (Driver and Passenger),Compact Utility (Utility Vehicle Categories "Small" and "Midsize"),Ford,Escape,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
1N4AL3AP0EN246409,NISSAN,"NISSAN NORTH AMERICA, INC.",Altima,2014,,PASSENGER CAR,UNITED STATES (USA),,Sedan/Saloon,,Not Applicable,Not Applicable,Not Applicable,4x2,,,2500,152.5593602,2.5,,Gasoline,,,,,,,Manual,1st Row (Driver and Passenger),"4-door sedan, hardtop",Nissan/Datsun,Altima,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0
